source_file,source_path,workbook_title,mode,question_count,status,issue_summary,issue_examples
0317.xlsx,Assessment Questions/AIE/STA-139/HYPOTHESIS TESTING/Two Sample Relation T-test/Two Sample Relation T-test.xlsx,Two Sample Relation T-test,structured,20,proper,,
0318.xlsx,Assessment Questions/AIE/STA-139/HYPOTHESIS TESTING/Types of Hypothesis Testing/Types of Hypothesis Testing.xlsx,Types of Hypothesis Testing,structured,20,proper,,
0319.xlsx,Assessment Questions/AIE/STA-139/OVERVIEW OF STATISTICS/Basic Terms Of Statistics/Basic Terms Of Statistics.xlsx,Basic Terms Of Statistics,structured,20,proper,,
0320.xlsx,Assessment Questions/AIE/STA-139/OVERVIEW OF STATISTICS/Descriptive And Inferential Statistics/Descriptive And Inferential Statistics.xlsx,Descriptive And Inferential Statistics,structured,20,proper,,
0321.xlsx,Assessment Questions/AIE/STA-139/OVERVIEW OF STATISTICS/Introduction to Statistics/Introduction to Statistics.xlsx,Introduction to Statistics,structured,20,proper,,
0322.xlsx,Assessment Questions/AIE/STA-139/OVERVIEW OF STATISTICS/Types Of Data/Types Of Data.xlsx,Types Of Data,structured,20,proper,,
0323.xlsx,Assessment Questions/CDA/ADA-134/DATA ANALYTICS FOUNDATION/. Application of Business Analytics/. Application of Business Analytics.xlsx,. Application of Business Analytics,structured,26,not_proper,count_26=1; raw_count_26=1; duplicate_question_text=1,duplicate_question_text: This application is called: | duplicate_question_text: This application is called: | duplicate_question_text: This application is called:
0324.xlsx,Assessment Questions/CDA/ADA-134/DATA ANALYTICS FOUNDATION/. Benefits of Business Analytics/. Benefits of Business Analytics.xlsx,. Benefits of Business Analytics,structured,27,not_proper,count_27=1; raw_count_27=1,
0325.xlsx,Assessment Questions/CDA/ADA-134/DATA ANALYTICS FOUNDATION/. Business Analytics Overview/. Business Analytics Overview.xlsx,. Business Analytics Overview,structured,29,not_proper,count_29=1; raw_count_29=1,
0326.xlsx,Assessment Questions/CDA/ADA-134/DATA ANALYTICS FOUNDATION/. Challenges/. Challenges.xlsx,. Challenges,structured,26,not_proper,duplicate_question_text=2; count_26=1; raw_count_26=1,duplicate_question_text: This is an example of: | duplicate_question_text: This is an example of: | duplicate_question_text: This represents: | duplicate_question_text: This represents: | duplicate_question_text: This represents:
0327.xlsx,Assessment Questions/CDA/ADA-134/DATA ANALYTICS FOUNDATION/. Data Reliability and Validity/. Data Reliability and Validity.xlsx,. Data Reliability and Validity,structured,26,not_proper,count_26=1; raw_count_26=1; duplicate_question_text=1,duplicate_question_text: This affects: | duplicate_question_text: This affects: | duplicate_question_text: This affects: | duplicate_question_text: This affects:
0328.xlsx,Assessment Questions/CDA/ADA-134/DATA ANALYTICS FOUNDATION/. Data Sources/. Data Sources.xlsx,. Data Sources,structured,26,not_proper,count_26=1; raw_count_26=1; duplicate_question_text=1,duplicate_question_text: This is: | duplicate_question_text: This is: | duplicate_question_text: This is: | duplicate_question_text: This is: | duplicate_question_text: This is:
0329.xlsx,Assessment Questions/CDA/ADA-134/DECISION MODELING/. Case Study _ Supplier Decision Modeling - Kickathlon Sports Retailer/. Case Study _ Supplier Decision Modeling - Kickathlon Sports Retailer.xlsx,. Case Study _ Supplier Decision Modeling - Kickathlon Sports Retailer,structured,20,proper,,
0330.xlsx,Assessment Questions/CDA/ADA-134/DECISION MODELING/. Case Study-Monte Carlo Simulation/. Case Study-Monte Carlo Simulation.xlsx,. Case Study-Monte Carlo Simulation,structured,19,not_proper,packed_question_row=4; dataset_row_in_questions_sheet=4; mcq_missing_split_options=4; duplicate_question_text=2; count_19=1; raw_count_19=1,"duplicate_question_text: Why? | duplicate_question_text: Purpose? | duplicate_question_text: Why? | duplicate_question_text: Purpose? | packed_question_row: SECTION C: Dataset,Dataset,Simulation,,Random Value,Profit,,"
0331.xlsx,Assessment Questions/CDA/ADA-134/DECISION MODELING/. Comparing Decisions in Uncertain Settings/. Comparing Decisions in Uncertain Settings.xlsx,. Comparing Decisions in Uncertain Settings,structured,19,not_proper,packed_question_row=4; dataset_row_in_questions_sheet=4; mcq_missing_split_options=4; count_19=1; raw_count_19=1; duplicate_question_text=1,"duplicate_question_text: Criterion? | duplicate_question_text: Criterion? | duplicate_question_text: Criterion? | duplicate_question_text: Criterion? | packed_question_row: SECTION C: Dataset,Dataset,Option,,State1,State2,State3,,"
0332.xlsx,Assessment Questions/CDA/ADA-134/DECISION MODELING/. Predictive Analytics with High Uncertainty/. Predictive Analytics with High Uncertainty.xlsx,. Predictive Analytics with High Uncertainty,structured,19,not_proper,packed_question_row=4; dataset_row_in_questions_sheet=4; mcq_missing_split_options=4; count_19=1; raw_count_19=1,"packed_question_row: SECTION C: Dataset,Dataset,Outcome,,Probability,Payoff,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,Outcome,,Probability,Payoff,, | mcq_missing_split_options: SECTION C: Dataset,Dataset,Outcome,,Probability,Payoff,, | packed_question_row: SECTION C: Dataset,Dataset,1,,0.2,1000,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,1,,0.2,1000,,"
0333.xlsx,Assessment Questions/CDA/ADA-134/DECISION MODELING/Trees for Decision Modeling/Trees for Decision Modeling.xlsx,Trees for Decision Modeling,structured,19,not_proper,packed_question_row=3; dataset_row_in_questions_sheet=3; mcq_missing_split_options=3; duplicate_question_text=2; count_19=1; raw_count_19=1,duplicate_question_text: Purpose? | duplicate_question_text: Meaning? | duplicate_question_text: Meaning? | duplicate_question_text: Purpose? | duplicate_question_text: Purpose?
0334.xlsx,Assessment Questions/CDA/ADA-134/OPTIMIZATION MODELS/. Mathematical Modeling and Decision Modeling/. Mathematical Modeling and Decision Modeling.xlsx,. Mathematical Modeling and Decision Modeling,structured,19,not_proper,packed_question_row=5; dataset_row_in_questions_sheet=5; mcq_missing_split_options=5; count_19=1; raw_count_19=1; duplicate_question_text=1,"duplicate_question_text: This is an example of: | duplicate_question_text: This is an example of: | packed_question_row: SECTION C: Dataset,Dataset,Resource,,Required per Table,Required per Chair,Total Available,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,Resource,,Required per Table,Required per Chair,Total Available,, | mcq_missing_split_options: SECTION C: Dataset,Dataset,Resource,,Required per Table,Required per Chair,Total Available,,"
0335.xlsx,Assessment Questions/CDA/ADA-134/OPTIMIZATION MODELS/. Predictive Analytics with Low Uncertainty_ Case Study/. Predictive Analytics with Low Uncertainty_ Case Study.xlsx,. Predictive Analytics with Low Uncertainty_ Case Study,structured,19,not_proper,packed_question_row=6; dataset_row_in_questions_sheet=6; mcq_missing_split_options=6; count_19=1; raw_count_19=1,"packed_question_row: SECTION C: Dataset,Dataset,Year,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,Year,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec | mcq_missing_split_options: SECTION C: Dataset,Dataset,Year,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec | packed_question_row: SECTION C: Dataset,Dataset,Year 1,,1200,1150,1250,1300,1350,1400,1450,1420,1380,1350,1400,1500 | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,Year 1,,1200,1150,1250,1300,1350,1400,1450,1420,1380,1350,1400,1500"
0336.xlsx,Assessment Questions/CDA/ADA-134/OPTIMIZATION MODELS/. Product Pricing with Prescriptive Modeling/. Product Pricing with Prescriptive Modeling.xlsx,. Product Pricing with Prescriptive Modeling,structured,19,not_proper,packed_question_row=7; dataset_row_in_questions_sheet=7; mcq_missing_split_options=7; count_19=1; raw_count_19=1,"packed_question_row: SECTION C: Dataset,Dataset,Price ($),,Quantity Demanded,Revenue ($),Cost per Unit ($),Total Cost ($),Profit ($) | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,Price ($),,Quantity Demanded,Revenue ($),Cost per Unit ($),Total Cost ($),Profit ($) | mcq_missing_split_options: SECTION C: Dataset,Dataset,Price ($),,Quantity Demanded,Revenue ($),Cost per Unit ($),Total Cost ($),Profit ($) | packed_question_row: SECTION C: Dataset,Dataset,20,,500,,12,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,20,,500,,12,,"
0337.xlsx,"Assessment Questions/CDA/ADA-134/OPTIMIZATION MODELS/• Assignment_ KERC Inc, Optimum Manufacturing Quantity/• AssignmentKERC Inc, Optimum Manufacturing Quantity.xlsx","• AssignmentKERC Inc, Optimum Manufacturing Quantity",structured,19,not_proper,packed_question_row=7; dataset_row_in_questions_sheet=7; mcq_missing_split_options=7; count_19=1; raw_count_19=1,"packed_question_row: SECTION C: Dataset,Dataset,Parameter,,Value,,,,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,Parameter,,Value,,,,, | mcq_missing_split_options: SECTION C: Dataset,Dataset,Parameter,,Value,,,,, | packed_question_row: SECTION C: Dataset,Dataset,Annual Demand (D),,12000,,,,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,Annual Demand (D),,12000,,,,,"
0338.xlsx,Assessment Questions/CDA/ADA-134/PREDICTIVE ANALYTICS WITH REGRESSION/. Case Study  _ Sales Promotion Decision with Regression Analysis/. Case Study  _ Sales Promotion Decision with Regression Analysis.xlsx,. Case Study  _ Sales Promotion Decision with Regression Analysis,structured,20,proper,,
0339.xlsx,Assessment Questions/CDA/ADA-134/PREDICTIVE ANALYTICS WITH REGRESSION/. Hands on Regression Modeling in Excel/. Hands on Regression Modeling in Excel.xlsx,. Hands on Regression Modeling in Excel,structured,19,not_proper,packed_question_row=6; dataset_row_in_questions_sheet=6; mcq_missing_split_options=6; count_19=1; raw_count_19=1; duplicate_question_text=1,"duplicate_question_text: Purpose? | duplicate_question_text: Purpose? | duplicate_question_text: Purpose? | packed_question_row: SECTION C: Dataset,Dataset,X,,Y,,,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,X,,Y,,,,"
0340.xlsx,Assessment Questions/CDA/ADA-134/PREDICTIVE ANALYTICS WITH REGRESSION/. Mathematics behind Linear Regression/. Mathematics behind Linear Regression.xlsx,. Mathematics behind Linear Regression,structured,19,not_proper,packed_question_row=6; dataset_row_in_questions_sheet=6; mcq_missing_split_options=6; count_19=1; raw_count_19=1; duplicate_question_text=1,"duplicate_question_text: what does it mean? | duplicate_question_text: What does it mean? | packed_question_row: SECTION C: Dataset,Dataset,X,,Y,,,, | dataset_row_in_questions_sheet: SECTION C: Dataset,Dataset,X,,Y,,,, | mcq_missing_split_options: SECTION C: Dataset,Dataset,X,,Y,,,,"
0341.xlsx,"Assessment Questions/CDA/ADA-134/SPREADSHEET APPLICATIONS/Advanced Functions_ VLOOKUP, XLOOKUP, IF, INDEX-MATCH, etc/Advanced Functions VLOOKUP, XLOOKUP, IF, INDEX-MATCH, etc.xlsx","Advanced Functions VLOOKUP, XLOOKUP, IF, INDEX-MATCH, etc",structured,19,not_proper,packed_question_row=6; dataset_row_in_questions_sheet=6; mcq_missing_split_options=6; duplicate_question_text=2; count_19=1; raw_count_19=1,duplicate_question_text: Which function? | duplicate_question_text: Which function? | duplicate_question_text: Function? | duplicate_question_text: Function? | duplicate_question_text: Function?
0342.xlsx,Assessment Questions/CDA/ADA-134/SPREADSHEET APPLICATIONS/Advanced Pivot Table Techniques/Advanced Pivot Table Techniques.xlsx,Advanced Pivot Table Techniques,structured,19,not_proper,packed_question_row=6; dataset_row_in_questions_sheet=6; mcq_missing_split_options=6; count_19=1; raw_count_19=1; duplicate_question_text=1,"duplicate_question_text: Tool? | duplicate_question_text: Tool? | duplicate_question_text: Tool? | duplicate_question_text: Tool? | packed_question_row: SECTION C: Dataset,Dataset,Region,,Product,Sales,,"
0343.xlsx,"Assessment Questions/CDA/ADA-134/SPREADSHEET APPLICATIONS/Data Cleaning and Preparation using PowerQuery_ Removing Duplicates, Text-to-Columns, etc/Data Cleaning and Preparation using PowerQuery_ Removing Duplicates, Text-to-Columns, etc.xlsx","Data Cleaning and Preparation using PowerQuery_ Removing Duplicates, Text-to-Columns, etc",structured,20,proper,,
0344.xlsx,Assessment Questions/CDA/BDF-117/BIG DATA INTRODUCTION/Big Data Analytics Introduction/Big Data Analytics Introduction.xlsx,Big Data Analytics Introduction,structured,20,proper,,
0345.xlsx,Assessment Questions/CDA/BDF-117/BIG DATA INTRODUCTION/Big Data Overview/Big Data Overview.xlsx,Big Data Overview,structured,20,proper,,
0346.xlsx,Assessment Questions/CDA/BDF-117/BIG DATA INTRODUCTION/Components of Hadoop Ecosystem/Components of Hadoop Ecosystem.xlsx,Components of Hadoop Ecosystem,structured,20,proper,,
0347.xlsx,Assessment Questions/CDA/BDF-117/BIG DATA INTRODUCTION/Five Vs of Big Data/Five Vs of Big Data.xlsx,Five Vs of Big Data,structured,20,proper,,
0348.xlsx,Assessment Questions/CDA/BDF-117/BIG DATA INTRODUCTION/Introduction to Hadoop/Introduction to Hadoop.xlsx,Introduction to Hadoop,structured,20,proper,,
0349.xlsx,Assessment Questions/CDA/BDF-117/BIG DATA INTRODUCTION/What is Big Data and Hadoop/What is Big Data and Hadoop.xlsx,What is Big Data and Hadoop,structured,20,proper,,
0350.xlsx,"Assessment Questions/CDA/BDF-117/HDFS AND MAP REDUCE/Combiners, Shuffle, and Sort/Combiners, Shuffle, and Sort.xlsx","Combiners, Shuffle, and Sort",structured,20,proper,,
0351.xlsx,Assessment Questions/CDA/BDF-117/HDFS AND MAP REDUCE/Distributed Processing with Map Reduce/Distributed Processing with Map Reduce.xlsx,Distributed Processing with Map Reduce,structured,20,proper,,
0352.xlsx,Assessment Questions/CDA/BDF-117/HDFS AND MAP REDUCE/HDFS – Big Data Storage/HDFS – Big Data Storage.xlsx,HDFS – Big Data Storage,structured,20,proper,,
0353.xlsx,"Assessment Questions/CDA/BDF-117/HDFS AND MAP REDUCE/Key Terms_ Output Format, Partitioners,/Key Terms_ Output Format, Partitioners,.xlsx","Key Terms_ Output Format, Partitioners,",structured,20,proper,,
0354.xlsx,Assessment Questions/CDA/BDF-117/HDFS AND MAP REDUCE/Mapping and reducing stages concepts/Mapping and reducing stages concepts.xlsx,Mapping and reducing stages concepts,structured,20,proper,,
0355.xlsx,Assessment Questions/CDA/BDF-117/PYSPARK FOUNDATION/Aggregating Data with Pair RDDs/Aggregating Data with Pair RDDs.xlsx,Aggregating Data with Pair RDDs,structured,20,proper,,
0356.xlsx,Assessment Questions/CDA/BDF-117/PYSPARK FOUNDATION/PySpark Introduction/PySpark Introduction.xlsx,PySpark Introduction,structured,20,proper,,
0357.xlsx,Assessment Questions/CDA/BDF-117/PYSPARK FOUNDATION/Resilient distributed datasets (RDD)/Resilient distributed datasets (RDD).xlsx,Resilient distributed datasets (RDD),structured,20,proper,,
0358.xlsx,Assessment Questions/CDA/BDF-117/PYSPARK FOUNDATION/Working with RDDs in PySpark/Working with RDDs in PySpark.xlsx,Working with RDDs in PySpark,structured,20,proper,,
0359.xlsx,Assessment Questions/CDA/BDF-117/SPARK SQL and HADOOP HIVE/Introducing Spark SQL/Introducing Spark SQL.xlsx,Introducing Spark SQL,structured,20,proper,,
0360.xlsx,Assessment Questions/CDA/BDF-117/SPARK SQL and HADOOP HIVE/Spark SQL vs Hadoop Hive/Spark SQL vs Hadoop Hive.xlsx,Spark SQL vs Hadoop Hive,structured,20,proper,,
0361.xlsx,Assessment Questions/CDA/BIA - 119/Connecting to Various Data Sources_/Connecting to a CSV File/Connecting to a CSV File.xlsx,Connecting to a CSV File,structured,20,proper,,
0362.xlsx,Assessment Questions/CDA/BIA - 119/Connecting to Various Data Sources_/Connecting to a Webpage/_Connecting to a Webpage.xlsx,_Connecting to a Webpage,structured,20,proper,,
0363.xlsx,Assessment Questions/CDA/BIA - 119/Connecting to Various Data Sources_/Create Data Model/_Create Data Model.xlsx,_Create Data Model,structured,20,proper,,
0364.xlsx,Assessment Questions/CDA/BIA - 119/Connecting to Various Data Sources_/Creating Columns from Examples/_Creating Columns from Examples.xlsx,_Creating Columns from Examples,structured,20,proper,,
0365.xlsx,Assessment Questions/CDA/BIA - 119/Connecting to Various Data Sources_/Creating Conditional Columns/Creating Conditional Columns.xlsx,Creating Conditional Columns,structured,20,proper,,
0366.xlsx,Assessment Questions/CDA/BIA - 119/Connecting to Various Data Sources_/Extracting Characters/Extracting Characters.xlsx,Extracting Characters,structured,20,proper,,
0367.xlsx,Assessment Questions/CDA/BIA - 119/Connecting to Various Data Sources_/Splitting and Merging Columns/Splitting and Merging Columns.xlsx,Splitting and Merging Columns,structured,20,proper,,
0368.xlsx,Assessment Questions/CDA/BIA - 119/Data Transformation Techniques/Changing Data Types/Changing Data Types.xlsx,Changing Data Types,structured,20,proper,,
0369.xlsx,Assessment Questions/CDA/BIA - 119/Data Transformation Techniques/Connecting to Our Data Source/Connecting to Our Data Source.xlsx,Connecting to Our Data Source,structured,20,proper,,
0370.xlsx,Assessment Questions/CDA/BIA - 119/Data Transformation Techniques/Creating Our Initial Project File/Creating Our Initial Project File.xlsx,Creating Our Initial Project File,structured,20,proper,,
0371.xlsx,Assessment Questions/CDA/BIA - 119/Data Transformation Techniques/Data Cleansing and Manipulation_/Data Cleansing and Manipulation_.xlsx,Data Cleansing and Manipulation_,structured,20,proper,,
0372.xlsx,Assessment Questions/CDA/BIA - 119/Data Transformation Techniques/Editing Rows/Editing Rows.xlsx,Editing Rows,structured,20,proper,,
0373.xlsx,Assessment Questions/CDA/BIA - 119/Data Transformation Techniques/Exploring Query Editor/Exploring Query Editor.xlsx,Exploring Query Editor,structured,20,proper,,
0374.xlsx,Assessment Questions/CDA/BIA - 119/Data Transformation Techniques/Replacing Values/Replacing Values.xlsx,Replacing Values,structured,20,proper,,
0375.xlsx,Assessment Questions/CDA/BIA - 119/POWER-BI Basics/Basic Data Cleaning/Basic Data Cleaning.xlsx,Basic Data Cleaning,structured,20,proper,,
0376.xlsx,Assessment Questions/CDA/BIA - 119/POWER-BI Basics/Basic DAX FUNCTION/_Basic DAX FUNCTION.xlsx,_Basic DAX FUNCTION,structured,20,proper,,
0377.xlsx,Assessment Questions/CDA/BIA - 119/POWER-BI Basics/Basics Visualizations/_Basics Visualizations.xlsx,_Basics Visualizations,structured,20,proper,,
0378.xlsx,Assessment Questions/CDA/BIA - 119/POWER-BI Basics/Dashboard Creation/Dashboard Creation.xlsx,Dashboard Creation,structured,20,proper,,
0379.xlsx,Assessment Questions/CDA/BIA - 119/POWER-BI Basics/Power BI Introduction/Power BI Introduction .xlsx,Power BI Introduction ,structured,20,proper,,
0380.xlsx,"Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Area chart, Combination Charts, Map/Area chart, Combination Charts, Map.xlsx","Area chart, Combination Charts, Map",structured,20,proper,,
0381.xlsx,"Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Bar chart, Tree Map, Line Chart/Bar chart, Tree Map, Line Chart.xlsx","Bar chart, Tree Map, Line Chart",structured,20,proper,,
0382.xlsx,Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Create Calculated Fields/Create Calculated Fields.xlsx,Create Calculated Fields,structured,20,proper,,
0383.xlsx,Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Create Custom Hierarchies/Create Custom Hierarchies.xlsx,Create Custom Hierarchies,structured,20,proper,,
0384.xlsx,Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Create Table Calculations/Create Table Calculations.xlsx,Create Table Calculations,structured,20,proper,,
0385.xlsx,"Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Dashboards creation, Quick Filters/Dashboards creation, Quick Filters.xlsx","Dashboards creation, Quick Filters",structured,20,proper,,
0386.xlsx,"Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart/Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart.xlsx","Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart",structured,20,proper,,
0387.xlsx,Assessment Questions/CDA/BIA - 119/Tableau Fundamentals/Introduction to Business Intelligence & Introduction to Tableau/Introduction to Business Intelligence & Introduction to Tableau.xlsx,Introduction to Business Intelligence & Introduction to Tableau,structured,20,proper,,
0388.xlsx,Assessment Questions/CDA/DAA-131/BREAK EVEN ANALYSIS/Concept of Breakeven Analysis/Concept of Breakeven Analysis.xlsx,Concept of Breakeven Analysis,structured,20,proper,,
0389.xlsx,Assessment Questions/CDA/DAA-131/BREAK EVEN ANALYSIS/Hands-on Case Study_ Manufacturing/Hands-on Case Study Manufacturing.xlsx,Hands-on Case Study Manufacturing,structured,20,proper,,
0390.xlsx,Assessment Questions/CDA/DAA-131/BREAK EVEN ANALYSIS/Make or Buy Decision with Break Even/Make or Buy Decision with Break Even.xlsx,Make or Buy Decision with Break Even,structured,20,proper,,
0391.xlsx,"Assessment Questions/CDA/DAA-131/BREAK EVEN ANALYSIS/Preparing Data for Breakeven Analysis,/Preparing Data for Breakeven Analysis,.xlsx","Preparing Data for Breakeven Analysis,",structured,20,proper,,
0392.xlsx,Assessment Questions/CDA/DAA-131/COMPARISION AND CORRELATION ANALYSIS/Calculating Correlation with Excel/Calculating Correlation with Excel.xlsx,Calculating Correlation with Excel,structured,20,proper,,
0393.xlsx,Assessment Questions/CDA/DAA-131/COMPARISION AND CORRELATION ANALYSIS/Comparison vs Correlation/Comparison vs Correlation.xlsx,Comparison vs Correlation,structured,20,proper,,
0394.xlsx,Assessment Questions/CDA/DAA-131/COMPARISION AND CORRELATION ANALYSIS/Concept of Correlation/Concept of Correlation.xlsx,Concept of Correlation,structured,20,proper,,
0395.xlsx,"Assessment Questions/CDA/DAA-131/COMPARISION AND CORRELATION ANALYSIS/Data comparison Introduction/Data comparison Introduction,.xlsx","Data comparison Introduction,",structured,20,proper,,
0396.xlsx,Assessment Questions/CDA/DAA-131/COMPARISION AND CORRELATION ANALYSIS/Hands-on case study  Correlation Analysis/Hands-on case study  Correlation Analysis.xlsx,Hands-on case study  Correlation Analysis,structured,20,proper,,
0397.xlsx,Assessment Questions/CDA/DAA-131/COMPARISION AND CORRELATION ANALYSIS/Hands-on case study _ Comparison Analysis/Hands-on case study _ Comparison Analysis.xlsx,Hands-on case study _ Comparison Analysis,structured,20,proper,,
0398.xlsx,Assessment Questions/CDA/DAA-131/COMPARISION AND CORRELATION ANALYSIS/Performing Comparison Analysis on Data/Performing Comparison Analysis on Data.xlsx,Performing Comparison Analysis on Data,structured,20,proper,,
0399.xlsx,Assessment Questions/CDA/DAA-131/DATA ANALYSIS BUSINESS REPORTING/• Creating Data Analysis reports as per the requirements/• Creating Data Analysis reports as per the requirements.xlsx,• Creating Data Analysis reports as per the requirements,structured,20,proper,,
0400.xlsx,Assessment Questions/CDA/DAA-131/DATA ANALYSIS BUSINESS REPORTING/• Management Information System introduction/• Management Information System introduction.xlsx,• Management Information System introduction,structured,20,proper,,
0401.xlsx,"Assessment Questions/CDA/DAA-131/DATA ANALYSIS BUSINESS REPORTING/• Various Data Reporting formats,/• Various Data Reporting formats,.xlsx","• Various Data Reporting formats,",structured,20,proper,,
0402.xlsx,Assessment Questions/CDA/DAA-131/PARETO (80-20 RULE) ANALSYSIS/Hands-on case study_ Pareto Analysis/Hands-on case study Pareto Analysis.xlsx,Hands-on case study Pareto Analysis,structured,20,proper,,
0403.xlsx,Assessment Questions/CDA/DAA-131/PARETO (80-20 RULE) ANALSYSIS/Insights on Optimizing Operations with Pareto Analysis/Insights on Optimizing Operations with Pareto Analysis.xlsx,Insights on Optimizing Operations with Pareto Analysis,structured,20,proper,,
0404.xlsx,Assessment Questions/CDA/DAA-131/PARETO (80-20 RULE) ANALSYSIS/Pareto rule Introduction/PARETO (20 RULEANALSYSIS.xlsx,PARETO (20 RULEANALSYSIS,structured,20,not_proper,scenario_partial_options=1,scenario_partial_options: Field2
0405.xlsx,Assessment Questions/CDA/DAA-131/PARETO (80-20 RULE) ANALSYSIS/Performing Pareto Analysis on Data/Performing Pareto Analysis on Data.xlsx,Performing Pareto Analysis on Data,structured,20,proper,,
0406.xlsx,"Assessment Questions/CDA/DAA-131/PARETO (80-20 RULE) ANALSYSIS/Preparation Data for Pareto Analysis,/Preparation Data for Pareto Analysis,.xlsx","Preparation Data for Pareto Analysis,",structured,20,not_proper,scenario_partial_options=1,scenario_partial_options: Column2
0407.xlsx,Assessment Questions/CDA/DAA-131/RANKING ANALYSIS/Data Preparation for Ranking Analysis/Data Preparation for Ranking Analysis.xlsx,Data Preparation for Ranking Analysis,structured,20,proper,,
0408.xlsx,Assessment Questions/CDA/DAA-131/RANKING ANALYSIS/Hands-on Case Study_ Ranking Analysis/Hands-on Case StudyRanking Analysis.xlsx,Hands-on Case StudyRanking Analysis,structured,20,proper,,
0409.xlsx,Assessment Questions/CDA/DAA-131/RANKING ANALYSIS/Insights for Ranking Analysis/Insights for Ranking Analysis.xlsx,Insights for Ranking Analysis,structured,20,proper,,
0410.xlsx,Assessment Questions/CDA/DAA-131/RANKING ANALYSIS/Introduction to Ranking Analysis/Introduction to Ranking Analysis.xlsx,Introduction to Ranking Analysis,structured,20,proper,,
0411.xlsx,Assessment Questions/CDA/DAA-131/RANKING ANALYSIS/Performing Ranking Analysis with Excel/Performing Ranking Analysis with Excel.xlsx,Performing Ranking Analysis with Excel,structured,20,proper,,
0412.xlsx,"Assessment Questions/CDA/DAA-131/Time Series and Trend Analysis/. Trend Analysis of the Data with Excel,/Trend Analysis of the Data with Excel,.xlsx","Trend Analysis of the Data with Excel,",structured,20,proper,,
0413.xlsx,Assessment Questions/CDA/DAA-131/Time Series and Trend Analysis/Insights from Trend Analysis/Insights from Trend Analysis.xlsx,Insights from Trend Analysis,structured,20,proper,,
0414.xlsx,Assessment Questions/CDA/DAA-131/Time Series and Trend Analysis/Introduction to Time Series Data/.Introduction to Time Series Data.xlsx,.Introduction to Time Series Data,structured,20,proper,,
0415.xlsx,Assessment Questions/CDA/DAA-131/Time Series and Trend Analysis/Preparing data for Time Series Analysis/Preparing data for Time Series Analysis.xlsx,Preparing data for Time Series Analysis,structured,20,proper,,
0416.xlsx,Assessment Questions/CDA/DAA-131/Time Series and Trend Analysis/Types of Trends/Types of Trends.xlsx,Types of Trends,structured,20,proper,,
0417.xlsx,Assessment Questions/CDA/DAA-131/VARIANCE AND FREQUENCY ANALYSIS/Business use cases for Frequency Analysis/Business use cases for Frequency Analysis.xlsx,Business use cases for Frequency Analysis,structured,20,proper,,
0418.xlsx,Assessment Questions/CDA/DAA-131/VARIANCE AND FREQUENCY ANALYSIS/Business use cases for Variance Analysis/Business use cases for Variance Analysis.xlsx,Business use cases for Variance Analysis,structured,20,proper,,
0419.xlsx,Assessment Questions/CDA/DAA-131/VARIANCE AND FREQUENCY ANALYSIS/Data Preparation for Variance Analysis/Data Preparation for Variance Analysis.xlsx,Data Preparation for Variance Analysis,structured,20,proper,,
0420.xlsx,Assessment Questions/CDA/DAA-131/VARIANCE AND FREQUENCY ANALYSIS/Performing Variance and Frequency Analysis/Performing Variance and Frequency Analysis.xlsx,Performing Variance and Frequency Analysis,structured,20,proper,,
0421.xlsx,Assessment Questions/CDA/DAA-131/VARIANCE AND FREQUENCY ANALYSIS/Variance Analysis Introduction/Variance Analysis Introduction.xlsx,Variance Analysis Introduction,structured,20,proper,,
0422.xlsx,Assessment Questions/CDA/DAF/BI-VARIATE DATA ANALYSIS/Correlation Coefficients/Correlation Coefficients.xlsx,Correlation Coefficients,structured,20,not_proper,mcq_missing_split_options=1,mcq_missing_split_options: What is the range of a correlation coefficient?
0423.xlsx,Assessment Questions/CDA/DAF/BI-VARIATE DATA ANALYSIS/Regression Analysis/Regression Analysis.xlsx,Regression Analysis,structured,20,proper,,
